Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/308.AO10,,,1,Benson House,FCU208,308,FCU208_Fan 4 Speed Signal,30%,,
//Benson House/308.AO7,,,1,Benson House,FCU208,308,FCU208_Fan 1 Speed Signal / EVO Fan Speed Signal,30%,,
//Benson House/308.AO8,,,1,Benson House,FCU208,308,FCU208_Fan 2 Speed Signal,30%,,
//Benson House/308.AO9,,,1,Benson House,FCU208,308,FCU208_Fan 3 Speed Signal,30%,,
//Benson House/308.AT1,,,,Benson House,FCU208,308,FCU Power Consumption Totaliser,12930.7 kWh,,
//Benson House/308.AT2,,,,Benson House,FCU208,308,FCU Power Consumption Totaliser (Daily),2.7 kWh,,
//Benson House/308.AT3,,,,Benson House,FCU208,308,FCU Power Consumption Totaliser (Weekly),27.6 kWh,,
//Benson House/308.AT4,,,,Benson House,FCU208,308,FCU Power Consumption Totaliser (Monthly),663.9 kWh,,
//Benson House/308.AV1,,,,Benson House,FCU208,308,FCU208_Control Temperature,21.6 °C,,
//Benson House/308.AV10,,,,Benson House,FCU208,308,FCU208_Fan 4 Current Air Volume,42.0 L/s,,
//Benson House/308.AV1001,,,,Benson House,FCU208,308,FCU Comfort KPI Score (Yesterday),96%,,
//Benson House/308.AV1002,,,,Benson House,FCU208,308,FCU Comfort KPI Score (Live),94%,,
//Benson House/308.AV1003,,,,Benson House,FCU208,308,Cooling Valve Unstick Position,75.00%,,
//Benson House/308.AV1004,,,,Benson House,FCU208,308,Heating Valve Unstick Position,55.00%,,
//Benson House/308.AV1005,,,,Benson House,FCU208,308,Random,-0.0617,,
//Benson House/308.AV1006,,,,Benson House,FCU208,308,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/308.AV1007,,,,Benson House,FCU208,308,Daily Heating Valve Travel Time,0.13 H,,
//Benson House/308.AV1008,,,,Benson House,FCU208,308,Daily Cooling Valve Travel Time,1.77 H,,
//Benson House/308.AV1009,,,,Benson House,FCU208,308,Valve Travel Time (Live),1.90 H,,
//Benson House/308.AV1010,,,,Benson House,FCU208,308,Valve Travel Time (Yesterday),3.75 H,,
//Benson House/308.AV1011,,,,Benson House,FCU208,308,Valve Travel Time (This Week),16.09 H,,
//Benson House/308.AV1012,,,,Benson House,FCU208,308,Valve Travel Time (Last Week),40.01 H,,
//Benson House/308.AV1013,,,,Benson House,FCU208,308,Valve Travel Time (This Month),1888.45 H,,
//Benson House/308.AV1014,,,,Benson House,FCU208,308,Valve Travel Time (Last Month),3774.04 H,,
//Benson House/308.AV1015,,,,Benson House,FCU208,308,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/308.AV1016,,,,Benson House,FCU208,308,FCU Saturation KPI (Minutes to SP),29 min,,
//Benson House/308.AV1017,,,,Benson House,FCU208,308,FCU Saturation KPI (Yesterday),21.0 min,,
//Benson House/308.AV11,,,,Benson House,FCU208,308,FCU208_Operating Setpoint,21.0 °C,,
//Benson House/308.AV12,,,,Benson House,FCU208,308,FCU208_Master Setpoint,21.0 °C,,
//Benson House/308.AV13,,,,Benson House,FCU208,308,FCU208_Overall Fan Speed,70.00%,,
//Benson House/308.AV14,,,,Benson House,FCU208,308,Heating Element Output,-2.00%,,
//Benson House/308.AV15,,,,Benson House,FCU208,308,Room Relative Humidity,-2.0 %RH,,
//Benson House/308.AV16,,,,Benson House,FCU208,308,Room CO2 Level,-2.0 ppm,,
//Benson House/308.AV17,,,,Benson House,FCU208,308,FCU208_Specific Fan Power,2.6 W,,
//Benson House/308.AV18,,,,Benson House,FCU208,308,FCU208_Power Consumption,489.6 W,,
//Benson House/308.AV19,,,,Benson House,FCU208,308,FCU208_Current Thermal Output,-0.6 kW,,
//Benson House/308.AV2,,,,Benson House,FCU208,308,Supply Air Temperature,19.6 °C,,
//Benson House/308.AV20,,,,Benson House,FCU208,308,Master Alarm Code,0,,
//Benson House/308.AV201,,,,Benson House,FCU208,308,FCU208_Design Total Air Volume,240.0 L/s,,
//Benson House/308.AV202,,,,Benson House,FCU208,308,Fan Setback Factor,70.00%,,
//Benson House/308.AV203,,,,Benson House,FCU208,308,FCU208_Heating Valve Design Flow Rate,0.1520 L/s,,
//Benson House/308.AV204,,,,Benson House,FCU208,308,FCU208_Cooling Valve Design Flow Rate,0.0380 L/s,,
//Benson House/308.AV205,,,,Benson House,FCU208,308,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/308.AV206,,,,Benson House,FCU208,308,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/308.AV207,,,,Benson House,FCU208,308,FCU208_Fan 1 Design Air Volume,60.0 L/s,,
//Benson House/308.AV208,,,,Benson House,FCU208,308,FCU208_Fan 2 Design Air Volume,60.0 L/s,,
//Benson House/308.AV209,,,,Benson House,FCU208,308,FCU208_Fan 3 Design Air Volume,60.0 L/s,,
//Benson House/308.AV210,,,,Benson House,FCU208,308,FCU208_Fan 4 Design Air Volume,60.0 L/s,,
//Benson House/308.AV211,,,,Benson House,FCU208,308,Fabric Protection Setpoint,12.0 °C,,
//Benson House/308.AV212,,,,Benson House,FCU208,308,PIR Activation Delay,0.5 min,,
//Benson House/308.AV213,,,,Benson House,FCU208,308,PIR Inactivation Delay,30.0 min,,
//Benson House/308.AV214,,,,Benson House,FCU208,308,Design Heating Duty,4.0 kW,,
//Benson House/308.AV215,,,,Benson House,FCU208,308,Design Cooling Duty,4.0 kW,,
//Benson House/308.AV216,,,,Benson House,FCU208,308,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/308.AV217,,,,Benson House,FCU208,308,FCU208_Fan 1 Setback Air Volume,42.0 L/s,,
//Benson House/308.AV218,,,,Benson House,FCU208,308,FCU208_Fan 2 Setback Air Volume,42.0 L/s,,
//Benson House/308.AV219,,,,Benson House,FCU208,308,FCU208_Fan 3 Setback Air Volume,42.0 L/s,,
//Benson House/308.AV220,,,,Benson House,FCU208,308,FCU208_Fan 4 Setback Air Volume,42.0 L/s,,
//Benson House/308.AV227,,,,Benson House,FCU208,308,Fan 1 Trim,100.00%,,
//Benson House/308.AV228,,,,Benson House,FCU208,308,Fan 2 Trim,100.00%,,
//Benson House/308.AV229,,,,Benson House,FCU208,308,Fan 3 Trim,100.00%,,
//Benson House/308.AV230,,,,Benson House,FCU208,308,Fan 4 Trim,100.00%,,
//Benson House/308.AV231,,,,Benson House,FCU208,308,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/308.AV232,,,,Benson House,FCU208,308,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/308.AV233,,,,Benson House,FCU208,308,Heating Valve Trim,100.00%,,
//Benson House/308.AV234,,,,Benson House,FCU208,308,Cooling Valve Trim,100.00%,,
//Benson House/308.AV235,,,,Benson House,FCU208,308,Heating Branch Trim,100.00%,,
//Benson House/308.AV236,,,,Benson House,FCU208,308,Cooling Branch Trim,100.00%,,
//Benson House/308.AV246,,,,Benson House,FCU208,308,Supply Air High Limit,36.0 °C,,
//Benson House/308.AV248,,,,Benson House,FCU208,308,Supply Air Low Limit,12.0 °C,,
//Benson House/308.AV250,,,,Benson House,FCU208,308,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/308.AV251,,,,Benson House,FCU208,308,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/308.AV252,,,,Benson House,FCU208,308,Setpoint Adjustment Range,6.0 °C,,
//Benson House/308.AV253,,,,Benson House,FCU208,308,BACstat Timeout Period,60.0 min,,
//Benson House/308.AV254,,,,Benson House,FCU208,308,Maximum Valve Position During Boost,120.00%,,
//Benson House/308.AV255,,,,Benson House,FCU208,308,Maximum Fan Speed During Boost,100.00%,,
//Benson House/308.AV256,,,,Benson House,FCU208,308,Boost Mode Delay,30.0 min,,
//Benson House/308.AV261,,,,Benson House,FCU208,308,FCU208_Occupied Dead Band,0.5 °C,,
//Benson House/308.AV262,,,,Benson House,FCU208,308,FCU208_Unoccupied Dead Band,1.5 °C,,
//Benson House/308.AV263,,,,Benson House,FCU208,308,FCU208_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/308.AV264,,,,Benson House,FCU208,308,FCU208_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/308.AV265,,,,Benson House,FCU208,308,FCU208_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/308.AV266,,,,Benson House,FCU208,308,FCU208_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/308.AV267,,,,Benson House,FCU208,308,Boost Proportional Band,1.0 °C,,
//Benson House/308.AV3,,,,Benson House,FCU208,308,FCU208_Heating Valve Position,0%,,
//Benson House/308.AV301,,,,Benson House,FCU208,308,FCU208_Number of FCU Fans,4,,
//Benson House/308.AV302,,,,Benson House,FCU208,308,Filter Alarm Setpoint,1000.0 h,,
//Benson House/308.AV303,,,,Benson House,FCU208,308,Heating Valve Motor Time for Design Flow,68.2 s,,
//Benson House/308.AV304,,,,Benson House,FCU208,308,Cooling Valve Motor Time for Design Flow,35.2 s,,
//Benson House/308.AV305,,,,Benson House,FCU208,308,BACstat Keypress,0,,
//Benson House/308.AV306,,,,Benson House,FCU208,308,FCU208_Power Consumption kW,0.5 kW,,
//Benson House/308.AV308,,,,Benson House,FCU208,308,Controller MAC Address,8,,
//Benson House/308.AV309,,,,Benson House,FCU208,308,Master/Slave Poll Interval,60.0 s,,
//Benson House/308.AV310,,,,Benson House,FCU208,308,Auto-Save Interval,60 min,,
//Benson House/308.AV311,,,,Benson House,FCU208,308,Maximum Valve Drives Before Resync,200,,
//Benson House/308.AV312,,,,Benson House,FCU208,308,Control Loop Bias at Shutdown,50.00%,,
//Benson House/308.AV313,,,,Benson House,FCU208,308,Heating Valve Current Motor Time,0.0 s,,
//Benson House/308.AV314,,,,Benson House,FCU208,308,Cooling Valve Current Motor Time,17.2 s,,
//Benson House/308.AV316,,,,Benson House,FCU208,308,Filter Meter,5.50%,,
//Benson House/308.AV317,,,,Benson House,FCU208,308,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/308.AV318,,,,Benson House,FCU208,308,Heating Control Boundary Value,25.00%,,
//Benson House/308.AV319,,,,Benson House,FCU208,308,Cooling Control Boundary Value,75.00%,,
//Benson House/308.AV320,,,,Benson House,FCU208,308,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/308.AV333,,,,Benson House,FCU208,308,Heating Valve Flow Threshold,19.0 s,,
//Benson House/308.AV334,,,,Benson House,FCU208,308,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/308.AV337,,,,Benson House,FCU208,308,Mains Voltage,230.0 V,,
//Benson House/308.AV338,,,,Benson House,FCU208,308,Mains Current Draw,2.1 A,,
//Benson House/308.AV339,,,,Benson House,FCU208,308,ComTool Keypress,0,,
//Benson House/308.AV340,,,,Benson House,FCU208,308,Heating Element High Limit,100.00%,,
//Benson House/308.AV343,,,,Benson House,FCU208,308,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/308.AV344,,,,Benson House,FCU208,308,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/308.AV350,,,,Benson House,FCU208,308,Waterside Main Control Factor,14.20%,,
//Benson House/308.AV360,,,,Benson House,FCU208,308,Airside Main Control Factor,70.00%,,
//Benson House/308.AV373,,,,Benson House,FCU208,308,Heating Valve Motor Time for Boost Flow,71.2 s,,
//Benson House/308.AV374,,,,Benson House,FCU208,308,Cooling Valve Motor Time for Boost Flow,40.5 s,,
//Benson House/308.AV383,,,,Benson House,FCU208,308,Heating Valve Required Time,0.00 s,,
//Benson House/308.AV384,,,,Benson House,FCU208,308,Cooling Valve Required Time,19.60 s,,
//Benson House/308.AV4,,,,Benson House,FCU208,308,FCU208_Cooling Valve Position,1%,,
//Benson House/308.AV406,,,,Benson House,FCU208,308,FCU208_Standby Power Consumption,49.2 W,,
//Benson House/308.AV5,,,,Benson House,FCU208,308,FCU208_Current Total Air Volume,168.0 L/s,,
//Benson House/308.AV501,,,,Benson House,FCU208,308,FCU208_Power Consumption Total,12930.7 kWh,,
//Benson House/308.AV502,,,,Benson House,FCU208,308,FCU Power Consumption Today,2.7 kWh,,
//Benson House/308.AV503,,,,Benson House,FCU208,308,FCU Power Consumption This Week,24.9 kWh,,
//Benson House/308.AV504,,,,Benson House,FCU208,308,FCU Power Consumption This Month,661.2 kWh,,
//Benson House/308.AV512,,,,Benson House,FCU208,308,FCU Power Consumption Yesterday,6.2 kWh,,
//Benson House/308.AV513,,,,Benson House,FCU208,308,FCU Power Consumption Last Week,33.5 kWh,,
//Benson House/308.AV514,,,,Benson House,FCU208,308,FCU Power Consumption Last Month,1748.5 kWh,,
//Benson House/308.AV520,,,,Benson House,FCU208,308,FCU Power Consumption Last Mon,4650.2 kWh,,
//Benson House/308.AV521,,,,Benson House,FCU208,308,FCU Power Consumption Last Tue,4650.2 kWh,,
//Benson House/308.AV522,,,,Benson House,FCU208,308,FCU Power Consumption Last Wed,4650.2 kWh,,
//Benson House/308.AV523,,,,Benson House,FCU208,308,FCU Power Consumption Last Thu,4650.2 kWh,,
//Benson House/308.AV524,,,,Benson House,FCU208,308,FCU Power Consumption Last Fri,4650.2 kWh,,
//Benson House/308.AV525,,,,Benson House,FCU208,308,FCU Power Consumption Last Sat,4650.2 kWh,,
//Benson House/308.AV526,,,,Benson House,FCU208,308,FCU Power Consumption Last Sun,4650.2 kWh,,
//Benson House/308.AV6,,,,Benson House,FCU208,308,EVO Current Fan Voltage,-2.0 V,,
//Benson House/308.AV601,,,,Benson House,FCU208,308,Lighting Setpoint,920 lx,,
//Benson House/308.AV7,,,,Benson House,FCU208,308,FCU208_Fan 1 Current Air Volume,42.0 L/s,,
//Benson House/308.AV8,,,,Benson House,FCU208,308,FCU208_Fan 2 Current Air Volume,42.0 L/s,,
//Benson House/308.AV9,,,,Benson House,FCU208,308,FCU208_Fan 3 Current Air Volume,42.0 L/s,,
//Benson House/308.BI10,,,1,Benson House,FCU208,308,Multi-Function Input,ON,,
//Benson House/308.BI105,,,1,Benson House,FCU208,308,FCU208_BACstat PIR,OFF,fault,
//Benson House/308.BI11,,,1,Benson House,FCU208,308,Mode Switch,ON,,
//Benson House/308.BO1,,,1,Benson House,FCU208,308,FCU208_Heating Valve Open / Element Energise,OFF,private2,
//Benson House/308.BO2,,,1,Benson House,FCU208,308,FCU208_Heating Valve Close,OFF,private2,
//Benson House/308.BO3,,,1,Benson House,FCU208,308,FCU208_Cooling Valve Open,ON,private2,
//Benson House/308.BO4,,,1,Benson House,FCU208,308,FCU208_Cooling Valve Close,OFF,private2,
//Benson House/308.BO5,,,1,Benson House,FCU208,308,Standby Sentinal,OFF,polarity|private2,
//Benson House/308.BO6,,,1,Benson House,FCU208,308,Status Light,OFF,private2,
//Benson House/308.BT1,,,,Benson House,FCU208,308,FCU Run Timer,27126.10 Hours,,
//Benson House/308.BT1001,,,,Benson House,FCU208,308,FCU Daily Run Timer,5.05 Hours,,
//Benson House/308.BT1002,,,,Benson House,FCU208,308,FCU Within Bounds Daily Timer,4.73 Hours,,
//Benson House/308.BT1003,,,,Benson House,FCU208,308,FCU Weekly Run Timer,50.05 Hours,,
//Benson House/308.BT1004,,,,Benson House,FCU208,308,FCU Within Bounds Weekly Timer,50.05 Hours,,
//Benson House/308.BT1005,,,,Benson House,FCU208,308,FCU Within Bounds Monthly Timer,1135.00 Hours,,
//Benson House/308.BT1006,,,,Benson House,FCU208,308,Heating Valve Opening Daily Timer,0.07 Hours,,
//Benson House/308.BT1007,,,,Benson House,FCU208,308,Heating Valve Closing Daily Timer,0.07 Hours,,
//Benson House/308.BT1008,,,,Benson House,FCU208,308,Cooling Valve Opening Daily Timer,0.85 Hours,,
//Benson House/308.BT1009,,,,Benson House,FCU208,308,Cooling Valve Closing Daily Timer,0.92 Hours,,
//Benson House/308.BT1010,,,,Benson House,FCU208,308,FCU Monthly Run Timer,1135.00 Hours,,
//Benson House/308.BT1011,,,,Benson House,FCU208,308,Time to Heating Setpoint,0.097 Hours,,
//Benson House/308.BT1012,,,,Benson House,FCU208,308,Time to Cooling Setpoint,0.000 Hours,,
//Benson House/308.BV1,,,,Benson House,FCU208,308,FCU208_Run Status,RUN,,
//Benson House/308.BV10,,,,Benson House,FCU208,308,Full Cooling Mode,OFF,,
//Benson House/308.BV1001,,,,Benson House,FCU208,308,FCU Within Bounds,ON,,
//Benson House/308.BV1002,,,,Benson House,FCU208,308,Sticky Cooling Valve,OFF,,
//Benson House/308.BV1003,,,,Benson House,FCU208,308,Cooling Valve Stuck,OFF,,
//Benson House/308.BV1004,,,,Benson House,FCU208,308,Sticky Heating Valve,OFF,,
//Benson House/308.BV1005,,,,Benson House,FCU208,308,Heating Valve Stuck,OFF,,
//Benson House/308.BV1006,,,,Benson House,FCU208,308,Cooling Setpoint Timer Enable,OFF,,
//Benson House/308.BV1007,,,,Benson House,FCU208,308,Heating Setpoint Timer Enable,OFF,,
//Benson House/308.BV11,,,,Benson House,FCU208,308,Neutral Mode,OFF,,
//Benson House/308.BV12,,,,Benson House,FCU208,308,Boost Mode,OFF,,
//Benson House/308.BV13,,,,Benson House,FCU208,308,FCU208_BMS Run Signal,RUN,,
//Benson House/308.BV14,,,,Benson House,FCU208,308,FCU208_BMS Occupancy Signal,OCCUPIED,,
//Benson House/308.BV15,,,,Benson House,FCU208,308,BACstat Control Signal,OFF,,
//Benson House/308.BV16,,,,Benson House,FCU208,308,Fabric Protection Active,OFF,,
//Benson House/308.BV2,,,,Benson House,FCU208,308,FCU208_Occupancy Status,OCCUPIED,,
//Benson House/308.BV20,,,,Benson House,FCU208,308,Master Alarm,OFF,,
//Benson House/308.BV201,,,,Benson House,FCU208,308,Disable Variable Air Volume,OFF,,
//Benson House/308.BV202,,,,Benson House,FCU208,308,Optimum Start Enabled,OFF,,
//Benson House/308.BV203,,,,Benson House,FCU208,308,Integral Control Enabled,OFF,,
//Benson House/308.BV204,,,,Benson House,FCU208,308,BACstat Connected,OFF,,
//Benson House/308.BV205,,,,Benson House,FCU208,308,Room Stat Potentiometer Connected,ON,,
//Benson House/308.BV207,,,,Benson House,FCU208,308,Reset BACstat Setpoint on BMS Stop Signal,OFF,,
//Benson House/308.BV208,,,,Benson House,FCU208,308,Use PIR for Run Status,OFF,,
//Benson House/308.BV209,,,,Benson House,FCU208,308,Disable Boost Mode,ON,,
//Benson House/308.BV21,,,,Benson House,FCU208,308,Generic Alarm,OFF,,
//Benson House/308.BV210,,,,Benson House,FCU208,308,ECO Start Enabled,OFF,,
//Benson House/308.BV211,,,,Benson House,FCU208,308,ECO Start Triggered,OFF,,
//Benson House/308.BV22,,,,Benson House,FCU208,308,Filter Alarm,OFF,,
//Benson House/308.BV23,,,,Benson House,FCU208,308,Condensate Alarm,OFF,,
//Benson House/308.BV236,,,,Benson House,FCU208,308,Get Run Status from Master FCU,OFF,,
//Benson House/308.BV237,,,,Benson House,FCU208,308,Get Control Temperature from Master FCU,OFF,,
//Benson House/308.BV238,,,,Benson House,FCU208,308,Get Occupancy from Master FCU,OFF,,
//Benson House/308.BV239,,,,Benson House,FCU208,308,Get Setpoint from Master FCU,OFF,,
//Benson House/308.BV24,,,,Benson House,FCU208,308,Fan Failure Alarm,OFF,,
//Benson House/308.BV25,,,,Benson House,FCU208,308,Sensor Failure Alarm,OFF,,
//Benson House/308.BV26,,,,Benson House,FCU208,308,Heating Alarm,OFF,,
//Benson House/308.BV27,,,,Benson House,FCU208,308,Cooling Alarm,OFF,,
//Benson House/308.BV28,,,,Benson House,FCU208,308,Element Cutout Alarm,OFF,,
//Benson House/308.BV302,,,,Benson House,FCU208,308,Disable Fans,OFF,,
//Benson House/308.BV303,,,,Benson House,FCU208,308,Heating Valve Resync Required,OFF,,
//Benson House/308.BV304,,,,Benson House,FCU208,308,Cooling Valve Resync Required,OFF,,
//Benson House/308.BV305,,,,Benson House,FCU208,308,PIR Activated,OFF,,
//Benson House/308.BV306,,,,Benson House,FCU208,308,Reverse Valve Operation,OFF,,
//Benson House/308.BV307,,,,Benson House,FCU208,308,Disable Fan Auto-Setup,OFF,,
//Benson House/308.BV308,,,,Benson House,FCU208,308,Disable Valve Auto-Setup,OFF,,
//Benson House/308.BV309,,,,Benson House,FCU208,308,Calibrate Sensors,OFF,,
//Benson House/308.BV310,,,,Benson House,FCU208,308,Test Power Consumption,OFF,,
//Benson House/308.BV311,,,,Benson House,FCU208,308,Save to Flash Required,OFF,,
//Benson House/308.BV312,,,,Benson House,FCU208,308,Load from Flash Required,OFF,,
//Benson House/308.BV313,,,,Benson House,FCU208,308,Heating Valve Resync in Progress,OFF,,
//Benson House/308.BV314,,,,Benson House,FCU208,308,Cooling Valve Resync in Progress,OFF,,
//Benson House/308.BV316,,,,Benson House,FCU208,308,Recently Changed Status,OFF,,
//Benson House/308.BV317,,,,Benson House,FCU208,308,Heating Element Delay Active,OFF,,
//Benson House/308.BV318,,,,Benson House,FCU208,308,Fan Delay Active,OFF,,
//Benson House/308.BV319,,,,Benson House,FCU208,308,Test Outputs,OFF,,
//Benson House/308.BV323,,,,Benson House,FCU208,308,Heating Valve Drive in Progress,OFF,,
//Benson House/308.BV324,,,,Benson House,FCU208,308,Cooling Valve Drive in Progress,ON,,
//Benson House/308.BV325,,,,Benson House,FCU208,308,Valve Setup Data Recalc Required,OFF,,
//Benson House/308.BV326,,,,Benson House,FCU208,308,Fan Setup Data Recalc Required,OFF,,
//Benson House/308.BV327,,,,Benson House,FCU208,308,Reset Run Time Alarm,OFF,,
//Benson House/308.BV328,,,,Benson House,FCU208,308,Clear Manual Overrides,OFF,,
//Benson House/308.BV329,,,,Benson House,FCU208,308,Allow Manual Overrides to Persist,OFF,,
//Benson House/308.BV330,,,,Benson House,FCU208,308,Reset Bias,OFF,,
//Benson House/308.BV331,,,,Benson House,FCU208,308,Recall Previous Output Bias at Startup,OFF,,
//Benson House/308.BV332,,,,Benson House,FCU208,308,Update Outputs,OFF,,
//Benson House/308.BV5,,,,Benson House,FCU208,308,Optimum Start,OFF,,
//Benson House/308.BV7,,,,Benson House,FCU208,308,Commissioning Mode,OFF,,
//Benson House/308.BV8,,,,Benson House,FCU208,308,Flushing Mode,OFF,,
//Benson House/308.BV9,,,,Benson House,FCU208,308,Full Heating Mode,OFF,,
//Benson House/308.CO1,,,,Benson House,FCU208,308,Primary Control Loop,53.56%,,
//Benson House/308.CO2,,,,Benson House,FCU208,308,Boost Control Loop,50%,,
//Benson House/308.CO3,,,,Benson House,FCU208,308,Supply Air Control Loop,50%,,
//Benson House/308.DEV308,,,1,Benson House,FCU208,308,FCU208,Operational,,
//Benson House/308.FIL1,,,,Benson House,FCU208,308,Database Transfer File,,,
//Benson House/308.MT1,,,,Benson House,FCU208,308,FCU208_Thermal Log,,reset,
//Benson House/308.MT1001,,,,Benson House,FCU208,308,FCU KPI MT,,,
//Benson House/308.MT2,,,,Benson House,FCU208,308,FCU208_Power Log,,reset,
//Benson House/308.MV1,,,,Benson House,FCU208,308,FCU208_Operating Mode,AUTO,,
//Benson House/308.MV201,,,,Benson House,FCU208,308,FCU Size,SIZE 550,,
//Benson House/308.MV202,,,,Benson House,FCU208,308,FCU Type,MATRIX BELIMO,,
//Benson House/308.MV203,,,,Benson House,FCU208,308,Heating Valve/Actuator Type,R215P-040,,
//Benson House/308.MV204,,,,Benson House,FCU208,308,Cooling Valve/Actuator Type,R215P-010,,
//Benson House/308.MV205,,,,Benson House,FCU208,308,Multi-Function Input Configuration,UNUSED,,
//Benson House/308.PG1,,,,Benson House,FCU208,308,Main / High Priority Calculations,Running,,
//Benson House/308.PG10,,,,Benson House,FCU208,308,EVO Fan Program,Waiting,,
//Benson House/308.PG11,,,,Benson House,FCU208,308,Status Light Program,Waiting,,
//Benson House/308.PG12,,,,Benson House,FCU208,308,BACstat Program,Waiting,,
//Benson House/308.PG13,,,,Benson House,FCU208,308,Heating Element Program,Waiting,,
//Benson House/308.PG14,,,,Benson House,FCU208,308,Additional Processes,Waiting,,
//Benson House/308.PG15,,,,Benson House,FCU208,308,Output Test,Waiting,,
//Benson House/308.PG16,,,,Benson House,FCU208,308,Medium Priority Calculations,Waiting,,
//Benson House/308.PG17,,,,Benson House,FCU208,308,Powerup Procedure,Waiting,reset,
//Benson House/308.PG18,,,,Benson House,FCU208,308,Alarm Calculations,Waiting,,
//Benson House/308.PG19,,,,Benson House,FCU208,308,Control Factor Calculations,Waiting,,
//Benson House/308.PG2,,,,Benson House,FCU208,308,Control Calculations,Waiting,,
//Benson House/308.PG21,,,,Benson House,FCU208,308,Occupancy Status Calculations,Waiting,,
//Benson House/308.PG22,,,,Benson House,FCU208,308,Sensor Calibration Program,Waiting,,
//Benson House/308.PG23,,,,Benson House,FCU208,308,ComTool Program,Waiting,,
//Benson House/308.PG24,,,,Benson House,FCU208,308,Job Specific Processes,Waiting,,
//Benson House/308.PG25,,,,Benson House,FCU208,308,Analytics,Waiting,,
//Benson House/308.PG26,,,,Benson House,FCU208,308,Init Names 1,Waiting,,
//Benson House/308.PG27,,,,Benson House,FCU208,308,Init Names 2,Waiting,,
//Benson House/308.PG3,,,,Benson House,FCU208,308,Status Calculations,Waiting,,
//Benson House/308.PG4,,,,Benson House,FCU208,308,Mode Calculations,Waiting,,
//Benson House/308.PG5,,,,Benson House,FCU208,308,Valve Setup Calculations,Waiting,,
//Benson House/308.PG6,,,,Benson House,FCU208,308,Fan Setup Calculations,Waiting,,
//Benson House/308.PG7,,,,Benson House,FCU208,308,Heating Valve Program,Waiting,,
//Benson House/308.PG8,,,,Benson House,FCU208,308,Cooling Valve Program,Waiting,,
//Benson House/308.PG9,,,,Benson House,FCU208,308,Matrix Fan Program,Waiting,,
//Benson House/308.TL1,,,,Benson House,FCU208,308,FCU Control Temperature Log,Trending,,
//Benson House/308.TL10,,,,Benson House,FCU208,308,FCU Run Status Log,Trending,,
//Benson House/308.TL1001,,,,Benson House,FCU208,308,Random Log,Trending,,
//Benson House/308.TL1002,,,,Benson House,FCU208,308,FCU Within Bounds Log,Trending,,
//Benson House/308.TL1003,,,,Benson House,FCU208,308,Cooling Valve Stuck Log,Trending,,
//Benson House/308.TL1004,,,,Benson House,FCU208,308,HeatingCoilTemp Log,Trending,,
//Benson House/308.TL1005,,,,Benson House,FCU208,308,CoolingCoilTemp Log,Trending,,
//Benson House/308.TL2,,,,Benson House,FCU208,308,FCU Supply Air Temperature Log,Trending,,
//Benson House/308.TL3,,,,Benson House,FCU208,308,FCU Heating Valve Position Log,Trending,,
//Benson House/308.TL4,,,,Benson House,FCU208,308,FCU Cooling Valve Position Log,Trending,,
//Benson House/308.TL5,,,,Benson House,FCU208,308,FCU Power Consumption Log,Trending,,
//Benson House/308.TL6,,,,Benson House,FCU208,308,FCU Fan Speed Percentage Log,Trending,,
//Benson House/308.TL7,,,,Benson House,FCU208,308,FCU Heating Element Log,Trending,,
//Benson House/308.TL8,,,,Benson House,FCU208,308,FCU Setpoint Log,Trending,,
//Benson House/308.TL9,,,,Benson House,FCU208,308,Mains Current Log,Trending,,
//Benson House/309.AI1,,,1,Benson House,FCU209,309,FCU209_Return Air Temperature Sensor,22.0 °C,private1,
//Benson House/309.AI101,,,1,Benson House,FCU209,309,FCU209_BACstat Temperature Sensor,23.2 °C,private1,
//Benson House/309.AI103,,,1,Benson House,FCU209,309,FCU209_BACstat Humidity Sensor,23.7 %RH,private1,
//Benson House/309.AI104,,,1,Benson House,FCU209,309,FCU209_BACstat CO2 Sensor,909.9 ppm,private1,
//Benson House/309.AI12,,,,Benson House,FCU209,309,FCU209_Light_Level,814.9 lx,private1|not-commissioned,
//Benson House/309.AI2,,,1,Benson House,FCU209,309,FCU209_Supply Air Temperature Sensor,19.3 °C,private1,
